n,Dynamic Programming Memoization,,,,,,,,Dynamic Programming Tabulation,,,,,,,
,Computation 1,Retrieval 1,Computation 2,Retrieval 2,Computation 3,Retrieval 3,Average Computation,Average Retrieval,Computation 1,Retrieval 1,Computation 2,Retrieval 2,Computation 3,Retrieval 3,Average Computation,Average Retrieval
61200,54979099,13886209,55020230,13926983,54996294,13978724,54998541,13930638,61200000,78865715,61200000,78892974,61200000,78954708,61200000,78904465
61300,55046759,13901434,55109990,13956044,55057649,13996397,55071466,13951291,61300000,78990413,61300000,79023043,61300000,79076894,61300000,79030116
61400,55145605,13924776,55204844,13981793,55170927,14020652,55173792,13975740,61400000,79119903,61400000,79154416,61400000,79213252,61400000,79162523
61500,55242458,13949423,55287667,14003730,55226089,14036112,55252071,13996421,61500000,79247359,61500000,79280994,61500000,79337387,61500000,79288580
61600,55313605,13961991,55390417,14029373,55325146,14056441,55343056,14015935,61600000,79374976,61600000,79410415,61600000,79467410,61600000,79417600
61700,55442572,13994274,55487740,14055921,55421411,14079888,55450574,14043361,61700000,79501561,61700000,79539629,61700000,79593611,61700000,79544933
61800,55536390,14022303,55572263,14079980,55505309,14100424,55537987,14067569,61800000,79632351,61800000,79675265,61800000,79721216,61800000,79676277
61900,55603916,14037165,55640265,14094932,55615539,14129216,55619906,14087104,61900000,79757430,61900000,79798888,61900000,79851738,61900000,79802685
62000,55687660,14053943,55721081,14110137,55710907,14154707,55706549,14106262,62000000,79886162,62000000,79924549,62000000,79983014,62000000,79931241
62100,55778886,14077773,55793546,14124491,55778116,14172712,55783516,14124992,62100000,80011258,62100000,80053138,62100000,80111343,62100000,80058579
62200,55856797,14094081,55912109,14158267,55875616,14195781,55881507,14149376,62200000,80137070,62200000,80183105,62200000,80238132,62200000,80186102
62300,55948273,14113359,55969225,14168711,55981913,14225820,55966470,14169296,62300000,80269311,62300000,80308811,62300000,80368969,62300000,80315697
62400,56019035,14131108,56042135,14178890,56067759,14250292,56042976,14186763,62400000,80391026,62400000,80435241,62400000,80499599,62400000,80441955
62500,56177428,14177519,56135422,14199684,56139089,14266827,56150646,14214676,62500000,80526807,62500000,80559006,62500000,80627336,62500000,80571049
62600,56235687,14192194,56247550,14226555,56230917,14287203,56238051,14235317,62600000,80653014,62600000,80686731,62600000,80755981,62600000,80698575
62700,56322933,14211332,56336463,14247612,56319697,14311062,56326364,14256668,62700000,80780730,62700000,80811414,62700000,80884865,62700000,80825669
62800,56402635,14229834,56405666,14259686,56410503,14332640,56406268,14274053,62800000,80906859,62800000,80940685,62800000,81018259,62800000,80955267
62900,56501577,14254481,56533538,14297950,56498749,14356988,56511288,14303139,62900000,81035668,62900000,81071520,62900000,81146483,62900000,81084557
63000,56602390,14281884,56618084,14320529,56589838,14381376,56603437,14327929,63000000,81163775,63000000,81200767,63000000,81273707,63000000,81212749
63100,56680672,14300898,56685610,14333999,56696883,14410645,56687721,14348514,63100000,81290428,63100000,81327302,63100000,81405839,63100000,81341189
63200,56778156,14326285,56791635,14362576,56767988,14425711,56779259,14371524,63200000,81415952,63200000,81452428,63200000,81535060,63200000,81467813
63300,56903171,14360315,56864103,14375890,56868020,14451838,56878431,14396014,63300000,81545398,63300000,81581199,63300000,81664493,63300000,81597030
63400,56951526,14368486,56967935,14402252,56940207,14468421,56953222,14413053,63400000,81672002,63400000,81713006,63400000,81788350,63400000,81724452
63500,57067597,14396119,57042105,14420712,57062347,14500867,57057349,14439232,63500000,81803783,63500000,81840955,63500000,81916520,63500000,81853752
63600,57149625,14417955,57176592,14460515,57145285,14520724,57157167,14466398,63600000,81934303,63600000,81973523,63600000,82044405,63600000,81984077
63700,57234036,14438747,57240418,14477420,57244115,14547803,57239523,14487990,63700000,82060687,63700000,82103349,63700000,82176542,63700000,82113526
63800,57314594,14457005,57326620,14498724,57324393,14565904,57321869,14507211,63800000,82188096,63800000,82230617,63800000,82302398,63800000,82240370
63900,57393860,14473203,57405411,14517027,57424952,14593593,57408074,14527941,63900000,82317330,63900000,82354195,63900000,82433658,63900000,82368394
64000,57513001,14511312,57497083,14534799,57487012,14605624,57499032,14550578,64000000,82447309,64000000,82483617,64000000,82557500,64000000,82496142
64100,57616148,14539155,57621171,14573975,57596389,14631450,57611236,14581526,64100000,82580399,64100000,82613155,64100000,82685942,64100000,82626498
64200,57714802,14569487,57689404,14587474,57678361,14652994,57694189,14603318,64200000,82713674,64200000,82739255,64200000,82814394,64200000,82755774
64300,57807078,14596304,57792371,14615651,57772434,14673523,57790627,14628492,64300000,82841394,64300000,82871218,64300000,82945765,64300000,82886125
64400,57876667,14611694,57875335,14637483,57878753,14702152,57876918,14650443,64400000,82968513,64400000,83001276,64400000,83079511,64400000,83016433
64500,57966784,14633662,57973465,14663439,57964606,14727921,57968285,14675007,64500000,83095950,64500000,83129687,64500000,83210142,64500000,83145259
64600,58055434,14651597,58076667,14690666,58041512,14750714,58057871,14697659,64600000,83223439,64600000,83261854,64600000,83337519,64600000,83274270
64700,58190458,14692757,58149368,14709068,58104919,14760222,58148248,14720682,64700000,83359297,64700000,83388879,64700000,83466142,64700000,83404772
64800,58240118,14704864,58266375,14744665,58208390,14789992,58238294,14746507,64800000,83482995,64800000,83522933,64800000,83595706,64800000,83533878
64900,58340400,14725984,58330375,14759972,58328290,14824277,58333021,14770077,64900000,83613848,64900000,83652400,64900000,83727942,64900000,83664730
65000,58424255,14748627,58408652,14776770,58417151,14848797,58416686,14791398,65000000,83744075,65000000,83778818,65000000,83852476,65000000,83791789
65100,58509499,14771420,58473822,14791478,58487741,14862617,58490354,14808505,65100000,83876063,65100000,83902712,65100000,83979616,65100000,83919463
65200,58626788,14805297,58600777,14819710,58574627,14884134,58600730,14836380,65200000,84006649,65200000,84029195,65200000,84105554,65200000,84047132
65300,58708890,14830315,58705883,14851424,58685849,14911170,58700207,14864303,65300000,84137103,65300000,84160851,65300000,84235014,65300000,84177656
65400,58801910,14855342,58787838,14869265,58732551,14919727,58774099,14881444,65400000,84271147,65400000,84288678,65400000,84353953,65400000,84304592
65500,58900943,14885290,58867488,14890181,58843139,14942302,58870523,14905924,65500000,84400948,65500000,84419406,65500000,84481152,65500000,84433835
65600,58989238,14908606,58931020,14902820,58928574,14961709,58949610,14924378,65600000,84529844,65600000,84540020,65600000,84610089,65600000,84559984
65700,59048936,14919336,59042455,14928970,59026037,14984575,59039142,14944293,65700000,84658328,65700000,84669891,65700000,84737108,65700000,84688442
65800,59166426,14951864,59139738,14952356,59110136,15004707,59138766,14969642,65800000,84793822,65800000,84798694,65800000,84865532,65800000,84819349
65900,59242559,14971362,59229520,14975090,59220466,15035062,59230848,14993838,65900000,84926304,65900000,84927611,65900000,84995433,65900000,84949782
66000,59323501,14992248,59356255,15015139,59279735,15047084,59319830,15018157,66000000,85057655,66000000,85060094,66000000,85120249,66000000,85079332
66100,59403827,15012929,59428811,15034424,59387759,15075251,59406799,15040868,66100000,85186905,66100000,85187611,66100000,85247018,66100000,85207178
66200,59517391,15048816,59505111,15051167,59477307,15096799,59499936,15065594,66200000,85323694,66200000,85313333,66200000,85372822,66200000,85336616
66300,59619063,15082843,59601256,15074008,59567052,15117106,59595790,15091319,66300000,85456507,66300000,85439805,66300000,85500437,66300000,85465583
66400,59677360,15094607,59693229,15096983,59635285,15129783,59668624,15107124,66400000,85589602,66400000,85570521,66400000,85623238,66400000,85594453
66500,59758679,15114340,59780276,15122392,59745156,15156061,59761370,15130931,66500000,85721735,66500000,85696091,66500000,85751085,66500000,85722970
66600,59863484,15145338,59891313,15148920,59887220,15201574,59880672,15165277,66600000,85856358,66600000,85829022,66600000,85886791,66600000,85857390
66700,59966382,15178749,59971701,15170404,59959924,15219128,59966002,15189427,66700000,85985096,66700000,85957032,66700000,86018686,66700000,85986938
66800,60055847,15201799,60066819,15194744,60067597,15248881,60063421,15215141,66800000,86112063,66800000,86089704,66800000,86147022,66800000,86116263
66900,60135992,15219538,60129714,15207347,60134015,15263584,60133240,15230156,66900000,86239084,66900000,86215792,66900000,86274831,66900000,86243235
67000,60223957,15243310,60207866,15225542,60228350,15288065,60220057,15252305,67000000,86366276,67000000,86344626,67000000,86405470,67000000,86372124
67100,60303667,15259899,60297877,15247022,60318243,15314773,60306595,15273898,67100000,86495503,67100000,86476258,67100000,86538947,67100000,86503569
67200,60397365,15283108,60377410,15262046,60396565,15330913,60390446,15292022,67200000,86620751,67200000,86603063,67200000,86665417,67200000,86629743
67300,60493325,15307089,60498907,15298828,60506019,15364228,60499417,15323381,67300000,86748795,67300000,86730776,67300000,86796288,67300000,86758619
67400,60587171,15332153,60599927,15325149,60582144,15381364,60589747,15346222,67400000,86878197,67400000,86858875,67400000,86921235,67400000,86886102
67500,60674520,15353233,60671686,15342755,60680355,15402928,60675520,15366305,67500000,87010301,67500000,86984215,67500000,87050981,67500000,87015165
67600,60727829,15364541,60775624,15367249,60771799,15426199,60758417,15385996,67600000,87135145,67600000,87115853,67600000,87180743,67600000,87143913
67700,60829580,15390587,60893668,15401631,60822874,15436134,60848707,15409450,67700000,87262525,67700000,87247316,67700000,87310340,67700000,87273393
67800,60913559,15409902,60963760,15421209,60911844,15459429,60929721,15430180,67800000,87392640,67800000,87374017,67800000,87435791,67800000,87400816
67900,61017214,15436878,61058306,15442849,61004958,15480443,61026826,15453390,67900000,87522413,67900000,87501224,67900000,87563045,67900000,87528894
68000,61097765,15455852,61135343,15459141,61114601,15506130,61115903,15473707,68000000,87650029,68000000,87629617,68000000,87694920,68000000,87658188
68100,61187484,15477259,61231439,15485774,61224515,15543792,61214479,15502275,68100000,87779875,68100000,87756245,68100000,87828994,68100000,87788371
68200,61296879,15506146,61307406,15502616,61291458,15560637,61298581,15523133,68200000,87909877,68200000,87884155,68200000,87954239,68200000,87916090
68300,61383822,15527878,61387557,15520247,61416960,15595533,61396113,15547886,68300000,88039851,68300000,88014680,68300000,88087721,68300000,88047417
68400,61470329,15552318,61508906,15556304,61495883,15618102,61491706,15575574,68400000,88169051,68400000,88142878,68400000,88215243,68400000,88175724
68500,61548502,15568987,61589236,15573305,61585540,15638861,61574426,15593717,68500000,88295447,68500000,88271308,68500000,88346981,68500000,88304578
68600,61655740,15595236,61667123,15590224,61668308,15660904,61663723,15615454,68600000,88424544,68600000,88402480,68600000,88478158,68600000,88435060
68700,61754933,15627659,61749569,15613643,61751091,15679411,61751864,15640237,68700000,88553973,68700000,88535398,68700000,88608522,68700000,88565964
68800,61833521,15644560,61841371,15635326,61835179,15701615,61836690,15660500,68800000,88683683,68800000,88660067,68800000,88738574,68800000,88694108
68900,61929615,15670099,61906022,15646070,61941879,15730798,61925838,15682322,68900000,88810058,68900000,88786056,68900000,88866096,68900000,88820736
69000,62006505,15685979,61999729,15667745,62027566,15754219,62011266,15702647,69000000,88940241,69000000,88910864,69000000,88998739,69000000,88949948
69100,62091796,15710028,62111923,15697658,62130233,15783215,62111317,15730300,69100000,89070377,69100000,89040660,69100000,89125669,69100000,89078902
69200,62191102,15736792,62186702,15714814,62198504,15800490,62192102,15750698,69200000,89201815,69200000,89171377,69200000,89250724,69200000,89207972
69300,62285182,15763348,62246855,15727485,62295111,15820563,62275716,15770465,69300000,89331183,69300000,89293550,69300000,89383266,69300000,89335999
69400,62398954,15797293,62372419,15757392,62374418,15841596,62381930,15798760,69400000,89467271,69400000,89422155,69400000,89509955,69400000,89466460
69500,62489363,15825957,62435396,15771294,62472875,15865022,62465878,15820757,69500000,89601266,69500000,89549566,69500000,89643223,69500000,89598018
69600,62571217,15844530,62548598,15799939,62573206,15895595,62564340,15846688,69600000,89729353,69600000,89678321,69600000,89776450,69600000,89728041
69700,62666727,15872731,62639596,15823324,62655998,15916966,62654107,15871007,69700000,89865556,69700000,89810415,69700000,89909012,69700000,89861661
69800,62752378,15897652,62720130,15842928,62743675,15943430,62738727,15894670,69800000,89993881,69800000,89937263,69800000,90037007,69800000,89989383
69900,62862055,15930038,62798228,15859638,62813546,15957927,62824609,15915867,69900000,90124806,69900000,90062441,69900000,90166644,69900000,90117963
70000,62935936,15952836,62908254,15887438,62916773,15986025,62920321,15942099,70000000,90250843,70000000,90189134,70000000,90295246,70000000,90245074
70100,63014340,15971101,63026269,15922402,62988608,16001242,63009739,15964915,70100000,90376158,70100000,90322622,70100000,90422203,70100000,90373661
70200,63106032,15988496,63090755,15939566,63088455,16020606,63095080,15982889,70200000,90503818,70200000,90447967,70200000,90550050,70200000,90500611
70300,63210005,16011252,63195129,15964382,63208404,16058490,63204512,16011374,70300000,90633450,70300000,90580738,70300000,90683941,70300000,90632709
70400,63266214,16025910,63292918,15990738,63277555,16078728,63278895,16031792,70400000,90760455,70400000,90708313,70400000,90809266,70400000,90759344
70500,63341838,16039061,63387057,16018085,63357190,16094307,63362028,16050484,70500000,90888167,70500000,90838757,70500000,90936277,70500000,90887733
70600,63448137,16068533,63499907,16053197,63470150,16124668,63472731,16082132,70600000,91018376,70600000,90972470,70600000,91070993,70600000,91020613
70700,63559777,16098791,63558631,16064498,63557331,16150657,63558579,16104648,70700000,91145737,70700000,91096339,70700000,91201312,70700000,91147796
70800,63626056,16114818,63623929,16076232,63656524,16178791,63635503,16123280,70800000,91275180,70800000,91218407,70800000,91329030,70800000,91274205
70900,63707075,16131048,63699946,16089266,63755748,16205741,63720923,16142018,70900000,91403177,70900000,91343882,70900000,91458625,70900000,91401894
71000,63813216,16162013,63822175,16119752,63840077,16227490,63825156,16169751,71000000,91535760,71000000,91476867,71000000,91586612,71000000,91533079
71100,63912373,16186228,63882088,16132380,63972013,16267065,63922158,16195224,71100000,91663945,71100000,91600854,71100000,91722651,71100000,91662483
71200,64031227,16220346,63989116,16158437,64048996,16291300,64023113,16223361,71200000,91795305,71200000,91730959,71200000,91855595,71200000,91793953
71300,64109375,16240726,64101621,16191720,64135166,16317584,64115387,16250010,71300000,91919488,71300000,91859535,71300000,91985824,71300000,91921615
71400,64220344,16274451,64168074,16206805,64214477,16334688,64200965,16271981,71400000,92051532,71400000,91985620,71400000,92116911,71400000,92051354
71500,64288309,16289329,64287325,16235337,64301825,16354940,64292486,16293202,71500000,92178424,71500000,92116018,71500000,92246338,71500000,92180260
71600,64395532,16321531,64389860,16264119,64384729,16374722,64390040,16320124,71600000,92307825,71600000,92248866,71600000,92379575,71600000,92312088
71700,64481170,16342372,64477853,16289894,64492025,16409330,64483682,16347198,71700000,92439223,71700000,92382984,71700000,92509383,71700000,92443863
71800,64582585,16369011,64551643,16309833,64561405,16423455,64565211,16367433,71800000,92569372,71800000,92512401,71800000,92640803,71800000,92574192
71900,64654181,16387264,64631302,16328163,64664791,16454279,64650091,16389902,71900000,92697379,71900000,92638551,71900000,92772064,71900000,92702664
72000,64754898,16412965,64713410,16346721,64723547,16468167,64730618,16409284,72000000,92829481,72000000,92764515,72000000,92896952,72000000,92830316
72100,64829979,16431263,64810368,16372667,64833586,16495298,64824644,16433076,72100000,92958256,72100000,92893237,72100000,93026916,72100000,92959469
72200,64888794,16442200,64894329,16390078,64939971,16527016,64907698,16453098,72200000,93085974,72200000,93023442,72200000,93158042,72200000,93089152
72300,64973873,16460173,64967343,16407619,64990014,16538360,64977076,16468717,72300000,93212218,72300000,93148133,72300000,93284338,72300000,93214896
72400,65060468,16478709,65056979,16427175,65081691,16554877,65066379,16486920,72400000,93338062,72400000,93271494,72400000,93416343,72400000,93341966
72500,65198666,16518500,65144392,16443831,65179521,16578818,65174193,16513716,72500000,93470698,72500000,93397762,72500000,93545140,72500000,93471200
72600,65261465,16535289,65235455,16464569,65255735,16598835,65250885,16532897,72600000,93597366,72600000,93522385,72600000,93673948,72600000,93597899
72700,65329776,16548277,65346951,16489869,65365894,16629719,65347540,16555955,72700000,93723347,72700000,93651408,72700000,93806933,72700000,93727229
72800,65436785,16573247,65430879,16510771,65465216,16664751,65444293,16582923,72800000,93852730,72800000,93776794,72800000,93932885,72800000,93854136
72900,65541741,16601669,65538884,16540377,65585480,16696713,65555368,16612919,72900000,93984298,72900000,93901382,72900000,94064843,72900000,93983507
73000,65618681,16620364,65624624,16559604,65653765,16715566,65632356,16631844,73000000,94110251,73000000,94028272,73000000,94192709,73000000,94110410
73100,65722869,16645686,65686028,16570369,65760685,16742762,65723194,16652939,73100000,94244166,73100000,94152471,73100000,94322578,73100000,94239738
73200,65815946,16671511,65783200,16591116,65816942,16752766,65805362,16671797,73200000,94374813,73200000,94277692,73200000,94446832,73200000,94366445
73300,65920722,16702291,65896623,16617775,65921733,16778248,65913026,16699438,73300000,94505298,73300000,94408105,73300000,94579194,73300000,94497532
73400,66005043,16726347,65988798,16642459,66016087,16804417,66003309,16724407,73400000,94633346,73400000,94541520,73400000,94714414,73400000,94629760
73500,66113165,16758662,66063385,16665291,66120348,16835271,66098966,16753074,73500000,94769310,73500000,94672523,73500000,94840876,73500000,94760903
73600,66183725,16775990,66130881,16678237,66191101,16852496,66168569,16768907,73600000,94893692,73600000,94798692,73600000,94967779,73600000,94886721
73700,66288655,16800632,66207303,16692848,66290761,16877501,66262239,16790327,73700000,95026507,73700000,94923919,73700000,95094862,73700000,95015096
73800,66362155,16820390,66301860,16712750,66381033,16901952,66348349,16811697,73800000,95158335,73800000,95050574,73800000,95222824,73800000,95143911
73900,66469362,16852016,66443877,16756894,66475264,16923785,66462834,16844231,73900000,95288362,73900000,95184904,73900000,95352435,73900000,95275233
74000,66547119,16871065,66507438,16775641,66572516,16949896,66542357,16865534,74000000,95418102,74000000,95311038,74000000,95484801,74000000,95404647
74100,66625340,16889859,66617277,16803754,66652539,16970523,66631718,16888045,74100000,95546419,74100000,95441614,74100000,95614112,74100000,95534048
74200,66734792,16919655,66727507,16834614,66728543,16991010,66730280,16915093,74200000,95679204,74200000,95576692,74200000,95742835,74200000,95666243
74300,66820164,16944443,66788627,16851138,66797296,17004995,66802029,16933525,74300000,95810794,74300000,95706393,74300000,95866848,74300000,95794678
74400,66893663,16960578,66892741,16879072,66921829,17035915,66902744,16958521,74400000,95940444,74400000,95837259,74400000,95996523,74400000,95924742
74500,66973173,16981542,66999205,16912464,67004908,17056600,66992428,16983535,74500000,96070453,74500000,95972432,74500000,96126556,74500000,96056480
74600,67078334,17011015,67081417,16935355,67092229,17081006,67083993,17009125,74600000,96199242,74600000,96106295,74600000,96256370,74600000,96187302
74700,67147797,17026669,67160646,16957061,67177021,17102005,67161821,17028578,74700000,96328255,74700000,96230545,74700000,96382182,74700000,96313660
74800,67235315,17046791,67264870,16983732,67287069,17131549,67262418,17054024,74800000,96457439,74800000,96364095,74800000,96513566,74800000,96445033
74900,67337701,17075606,67365550,17014321,67344450,17141645,67349233,17077190,74900000,96587926,74900000,96493453,74900000,96638678,74900000,96573352
75000,67435708,17103489,67467085,17043265,67444579,17167215,67449124,17104656,75000000,96713592,75000000,96627420,75000000,96770136,75000000,96703716
75100,67533241,17125912,67545241,17063110,67525885,17186572,67534789,17125198,75100000,96841715,75100000,96757914,75100000,96899586,75100000,96833071
75200,67630941,17153141,67606381,17078808,67637976,17216993,67625099,17149647,75200000,96970945,75200000,96883353,75200000,97030564,75200000,96961620
75300,67691547,17165945,67714845,17104156,67712758,17235670,67706383,17168590,75300000,97097175,75300000,97012364,75300000,97158662,75300000,97089400
75400,67799440,17190301,67819283,17134449,67810772,17263303,67809831,17196017,75400000,97227104,75400000,97147652,75400000,97290982,75400000,97221912
75500,67878233,17209318,67890831,17151980,67885389,17279731,67884817,17213676,75500000,97351243,75500000,97277879,75500000,97417606,75500000,97348909
75600,67985901,17237070,67969159,17169654,67972873,17300465,67975977,17235729,75600000,97477290,75600000,97402287,75600000,97543162,75600000,97474246
75700,68075656,17259123,68057721,17192878,68097816,17338232,68077064,17263411,75700000,97607932,75700000,97526961,75700000,97678417,75700000,97604436
75800,68168693,17284631,68159044,17217125,68182737,17361877,68170158,17287877,75800000,97741546,75800000,97653045,75800000,97803595,75800000,97732728
75900,68263820,17310590,68261583,17244655,68276629,17384374,68267344,17313206,75900000,97872986,75900000,97782428,75900000,97933017,75900000,97862810
76000,68380723,17348481,68341415,17265473,68365336,17407591,68362491,17340515,76000000,98003477,76000000,97904868,76000000,98060605,76000000,97989650
76100,68459316,17367709,68455980,17294020,68468134,17436447,68461143,17366058,76100000,98132005,76100000,98038666,76100000,98191064,76100000,98120578
76200,68551072,17391916,68513423,17307075,68554987,17457086,68539827,17385359,76200000,98263427,76200000,98164519,76200000,98321817,76200000,98249921
76300,68635167,17414388,68587935,17320031,68626411,17474602,68616504,17403007,76300000,98391371,76300000,98291413,76300000,98446169,76300000,98376317
76400,68727569,17435794,68645243,17329637,68740659,17504782,68704490,17423404,76400000,98522813,76400000,98416954,76400000,98580098,76400000,98506621
76500,68807661,17458971,68784139,17369181,68812482,17525511,68801427,17451221,76500000,98651386,76500000,98547047,76500000,98711874,76500000,98636769
76600,68904641,17481014,68849799,17380242,68905481,17547814,68886640,17469690,76600000,98779163,76600000,98678330,76600000,98842431,76600000,98766641
76700,68991603,17500615,68940881,17403328,68994623,17573490,68975702,17492477,76700000,98904431,76700000,98806870,76700000,98978801,76700000,98896700
76800,69065553,17516681,69030158,17424350,69064039,17593624,69053250,17511551,76800000,99029412,76800000,98936514,76800000,99102458,76800000,99022794
76900,69153084,17535772,69156229,17463510,69146738,17607850,69152017,17535710,76900000,99158559,76900000,99068051,76900000,99225802,76900000,99150804
77000,69232677,17555983,69231972,17484209,69241025,17630078,69235224,17556756,77000000,99284975,77000000,99196242,77000000,99353774,77000000,99278330
77100,69322086,17574962,69332548,17510984,69334846,17653844,69329826,17579930,77100000,99412351,77100000,99324875,77100000,99483971,77100000,99407065
77200,69430736,17606552,69405636,17525993,69406033,17672167,69414135,17601570,77200000,99543166,77200000,99452782,77200000,99610782,77200000,99535576
77300,69497386,17621559,69488868,17546090,69473118,17682996,69486457,17616881,77300000,99669944,77300000,99581715,77300000,99737025,77300000,99662894
77400,69595269,17643328,69584141,17567745,69576257,17707851,69585222,17639641,77400000,99799445,77400000,99708616,77400000,99867299,77400000,99791786
77500,69703514,17676707,69658889,17583641,69701914,17744453,69688105,17668267,77500000,99932597,77500000,99837645,77500000,100001258,77500000,99923833
77600,69796295,17701897,69729539,17596762,69769884,17762012,69765239,17686890,77600000,100062073,77600000,99964146,77600000,100129788,77600000,100052002
77700,69872306,17719309,69828992,17623173,69850047,17780983,69850448,17707821,77700000,100190943,77700000,100092498,77700000,100261369,77700000,100181603
77800,69957774,17739333,69872371,17630089,69931127,17801076,69920424,17723499,77800000,100319806,77800000,100216286,77800000,100385877,77800000,100307323
77900,70029019,17755447,69982679,17654404,70016374,17817158,70009357,17742336,77900000,100446368,77900000,100339568,77900000,100513778,77900000,100433238
78000,70141038,17783372,70079431,17677027,70106935,17838344,70109134,17766247,78000000,100574323,78000000,100466103,78000000,100639201,78000000,100559875
78100,70220063,17800463,70214085,17715979,70207446,17864714,70213864,17793718,78100000,100701123,78100000,100596048,78100000,100768697,78100000,100688622
78200,70317305,17824859,70310359,17740585,70315006,17895903,70314223,17820449,78200000,100831302,78200000,100725971,78200000,100898549,78200000,100818607
78300,70423586,17859369,70384504,17758188,70399807,17916123,70402632,17844560,78300000,100968864,78300000,100856584,78300000,101030700,78300000,100952049
78400,70516020,17886375,70472329,17782565,70506478,17947555,70498275,17872165,78400000,101098667,78400000,100983935,78400000,101161029,78400000,101081210
78500,70596955,17904358,70555159,17799452,70603913,17973374,70585342,17892394,78500000,101224477,78500000,101108670,78500000,101292381,78500000,101208509
78600,70709715,17939572,70647918,17822334,70689988,17995384,70682540,17919096,78600000,101355186,78600000,101243188,78600000,101418125,78600000,101338833
78700,70792994,17954622,70738747,17848369,70764497,18014452,70765412,17939147,78700000,101484658,78700000,101373091,78700000,101549805,78700000,101469184
78800,70899463,17985428,70826288,17869548,70876279,18048477,70867343,17967817,78800000,101619334,78800000,101498517,78800000,101684924,78800000,101600925
78900,70977518,18009189,70938142,17902583,70939586,18063099,70951748,17991623,78900000,101751022,78900000,101625636,78900000,101813532,78900000,101730063
79000,71055403,18031012,71017751,17921414,71049075,18091433,71040743,18014619,79000000,101877079,79000000,101750286,79000000,101946761,79000000,101858042
79100,71134581,18045259,71095446,17936560,71140661,18120071,71123562,18033963,79100000,102007137,79100000,101873917,79100000,102073875,79100000,101984976
79200,71207568,18063025,71175498,17953028,71210337,18136379,71197801,18050810,79200000,102138957,79200000,101998736,79200000,102205170,79200000,102114287
79300,71308170,18090693,71317337,17993573,71318174,18165504,71314560,18083256,79300000,102268092,79300000,102132854,79300000,102336125,79300000,102245690
79400,71417717,18122722,71388967,18011673,71417070,18196814,71407918,18110403,79400000,102400528,79400000,102261817,79400000,102466748,79400000,102376364
79500,71486047,18141928,71452645,18021518,71527705,18225940,71488799,18129795,79500000,102522369,79500000,102389605,79500000,102597906,79500000,102503293
79600,71585162,18163424,71583179,18058645,71587171,18240838,71585170,18154302,79600000,102650432,79600000,102517779,79600000,102726716,79600000,102631642
79700,71667923,18181214,71647023,18074985,71703813,18278726,71672919,18178308,79700000,102777017,79700000,102641964,79700000,102859972,79700000,102759651
79800,71749647,18199435,71755466,18099581,71793359,18301235,71766157,18200083,79800000,102907070,79800000,102774130,79800000,102990136,79800000,102890445
79900,71847667,18223191,71859607,18128497,71890540,18329952,71865938,18227213,79900000,103040790,79900000,102901921,79900000,103122695,79900000,103021802
80000,71920211,18243124,71934121,18144439,71988720,18356971,71947684,18248178,80000000,103167245,80000000,103031484,80000000,103252330,80000000,103150353
80100,72022470,18270528,72012741,18162075,72062538,18375203,72032583,18269268,80100000,103300912,80100000,103159561,80100000,103381526,80100000,103280666
80200,72114700,18296694,72112787,18187698,72157360,18399496,72128282,18294629,80200000,103436084,80200000,103289897,80200000,103510353,80200000,103412111
80300,72207328,18326033,72198660,18209889,72228416,18417890,72211468,18317937,80300000,103565322,80300000,103418049,80300000,103638537,80300000,103540636
80400,72306824,18353905,72329337,18249466,72342810,18448674,72326323,18350681,80400000,103692832,80400000,103552792,80400000,103768025,80400000,103671216
80500,72396091,18377856,72408347,18273041,72441679,18476567,72415372,18375821,80500000,103823788,80500000,103676638,80500000,103899326,80500000,103799917
80600,72481697,18397037,72511969,18296116,72491821,18485636,72495162,18392929,80600000,103947514,80600000,103808401,80600000,104027604,80600000,103927839
80700,72576918,18420163,72582143,18314169,72599903,18514132,72586321,18416154,80700000,104078336,80700000,103938239,80700000,104160467,80700000,104059014
80800,72680236,18447592,72674631,18336239,72696226,18539248,72683697,18441026,80800000,104213926,80800000,104063823,80800000,104289249,80800000,104188999
80900,72753628,18469195,72774320,18365209,72782896,18560645,72770281,18465016,80900000,104341036,80900000,104191447,80900000,104418764,80900000,104317082
81000,72807972,18479387,72854288,18382568,72872501,18590357,72844920,18484104,81000000,104464248,81000000,104316877,81000000,104546440,81000000,104442521
81100,72917398,18506267,72946615,18405653,72954328,18608202,72939447,18506707,81100000,104593732,81100000,104448990,81100000,104673300,81100000,104572007
81200,73022143,18530467,73040347,18432369,73058366,18637276,73040285,18533370,81200000,104719470,81200000,104581486,81200000,104808778,81200000,104703244
81300,73119190,18558130,73118616,18451566,73140070,18658006,73125958,18555900,81300000,104849975,81300000,104709522,81300000,104935731,81300000,104831742
81400,73203848,18577818,73200707,18469937,73206585,18672388,73203713,18573381,81400000,104981065,81400000,104836858,81400000,105061343,81400000,104959755
81500,73260770,18588842,73296902,18493531,73280500,18683831,73279390,18588734,81500000,105107094,81500000,104969292,81500000,105187642,81500000,105088009
81600,73361598,18612545,73403205,18526009,73382464,18707312,73382422,18615288,81600000,105235764,81600000,105103827,81600000,105310662,81600000,105216751
81700,73476645,18646328,73463683,18538127,73485163,18733354,73475163,18639269,81700000,105367740,81700000,105230746,81700000,105440570,81700000,105346352
